TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W),time,,
6.38E+13,23.1,1.1,7,0,15,0.2,16:28:07,,
6.38E+13,23.3,1.3,7,0,15,0.1,16:28:08,,
6.38E+13,23.4,1.4,7,0,15,0.2,16:28:09,,
6.38E+13,26,4,7,0,15,0.1,16:28:10,,
6.38E+13,26.8,4.7,7,0,15,0.1,16:28:11,,
6.38E+13,25.6,3.6,7,0,15,0.1,16:28:12,,0.1
6.38E+13,25.6,3.6,7,0,15,0.2,16:28:14,,0.2
6.38E+13,23.6,1.6,7,0,15,0,16:28:15,,0
6.38E+13,22,0,7,0,15,0,16:28:16,,0
6.38E+13,22.6,0.6,7,0,15,0.1,16:28:17,,0.1
6.38E+13,22.4,0.4,7,0,15,0,16:28:18,,0
6.38E+13,23.6,1.6,7,0,15,0.6,16:28:19,,0.6
6.38E+13,24,2,7,0,15,0,16:28:20,,0
6.38E+13,22.4,0.4,7,0,15,0,16:28:21,,0
6.38E+13,22.2,0.2,7,0,15,0,16:28:22,,0
6.38E+13,22.3,0.3,7,0,15,0,16:28:23,,0
6.38E+13,22.3,0.3,7,0,15,0,16:28:25,,0
6.38E+13,22.5,0.5,7,0,15,0,16:28:26,,0
6.38E+13,22,0,7,0,15,0,16:28:27,,0
6.38E+13,23.4,1.4,7,0,15,0,16:28:28,,0
6.38E+13,22.5,0.5,7,0,15,0,16:28:29,,0
6.38E+13,22.6,0.6,7,0,15,0,16:28:30,,0
6.38E+13,22.3,0.3,7,0,15,0,16:28:31,,0
6.38E+13,22.7,0.7,7,0,15,0,16:28:32,,0
6.38E+13,23,1,7,0,15,0,16:28:33,,0
6.38E+13,22.1,0.1,7,0,15,0,16:28:34,,0
6.38E+13,22.5,0.5,7,0,15,0,16:28:36,,0
6.38E+13,23.2,1.2,7,0,15,0,16:28:37,,0
6.38E+13,22,0,7,0,15,0,16:28:38,,0.043478261
6.38E+13,22.6,0.6,7,0,15,0,16:28:39,,
6.38E+13,22.8,0.8,7,0,15,0,16:28:40,,
6.38E+13,22.5,0.5,7,0,15,0,16:28:41,,
6.38E+13,22.3,0.3,7,0,15,0,16:28:42,,
6.38E+13,22.9,0.9,7,0,15,0,16:28:43,,
6.38E+13,22.6,0.6,7,0,15,0,16:28:44,,
6.38E+13,22.2,0.2,7,0,15,0,16:28:45,,
6.38E+13,22.4,0.4,7,0,15,0,16:28:47,,
6.38E+13,22.4,0.4,7,0,15,0,16:28:48,,
6.38E+13,22.4,0.4,7,0,15,0,16:28:49,,
6.38E+13,24,2,7,0,15,0,16:28:50,,
6.38E+13,22.3,0.3,7,0,15,0,16:28:51,,
6.38E+13,22.5,0.5,7,0,15,0,16:28:52,,
6.38E+13,22.3,0.3,7,0,15,0,16:28:53,,
6.38E+13,22.4,0.4,7,0,15,0,16:28:54,,
6.38E+13,22.3,0.3,7,0,15,0,16:28:55,,
6.38E+13,22.1,0.1,7,0,15,0,16:28:56,,
6.38E+13,22.6,0.6,7,0,15,0,16:28:58,,
6.38E+13,22.5,0.5,7,0,15,0,16:28:59,,
6.38E+13,22.3,0.3,7,0,15,0,16:29:00,,
6.38E+13,22.6,0.6,7,0,15,0,16:29:01,,
6.38E+13,22.7,0.7,7,0,15,0,16:29:02,,
6.38E+13,22.3,0.3,7,0,15,0,16:29:03,,
6.38E+13,22.6,0.6,7,0,15,0,16:29:04,,
6.38E+13,22,0,7,0,15,0,16:29:05,,
6.38E+13,22.6,0.6,7,0,15,0,16:29:06,,
