TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W),time,,
6.38E+13,22.1,0.1,7,0,15,0.1,16:07:39,,
6.38E+13,24.1,2.1,7,0,15,0.4,16:07:40,,
6.38E+13,23.6,1.6,7,0,15,0.2,16:07:41,,
6.38E+13,25.5,3.5,7,0,15,0.2,16:07:42,,
6.38E+13,26.5,4.5,7,0,15,0.1,16:07:43,,
6.38E+13,26.8,4.8,7,0,15,0.2,16:07:44,,
6.38E+13,26.2,4.2,7,0,15,0.2,16:07:45,,0.2
6.38E+13,23.6,1.6,7,0,15,0.1,16:07:47,,0.1
6.38E+13,23,1,7,0,15,0,16:07:48,,0
6.38E+13,22.2,0.2,7,0,15,0,16:07:49,,0
6.38E+13,23.1,1.1,7,0,15,0.2,16:07:50,,0.2
6.38E+13,24.6,2.6,7,0,15,0.4,16:07:51,,0.4
6.38E+13,23.2,1.2,7,0,15,0,16:07:52,,0
6.38E+13,22.2,0.2,7,0,15,0,16:07:53,,0
6.38E+13,22.7,0.7,7,0,15,0,16:07:55,,0
6.38E+13,22.3,0.3,7,0,15,0,16:07:56,,0
6.38E+13,22.3,0.3,7,0,15,0,16:07:57,,0
6.38E+13,22.2,0.2,7,0,15,0,16:07:58,,0
6.38E+13,23.1,1.1,7,0,15,0,16:07:59,,0
6.38E+13,23.2,1.2,7,0,15,0,16:08:00,,0
6.38E+13,22.9,0.9,7,0,15,0,16:08:01,,0
6.38E+13,22.3,0.3,7,0,15,0,16:08:02,,0
6.38E+13,22,0,7,0,15,0,16:08:03,,0
6.38E+13,22.2,0.2,7,0,15,0,16:08:04,,0
6.38E+13,22.8,0.8,7,0,15,0,16:08:06,,0
6.38E+13,22.5,0.5,7,0,15,0,16:08:07,,0
6.38E+13,22.4,0.4,7,0,15,0,16:08:08,,0
6.38E+13,22.2,0.2,7,0,15,0,16:08:09,,0
6.38E+13,22.8,0.8,7,0,15,0,16:08:10,,0
6.38E+13,22,0,7,0,15,0,16:08:11,,0.039130435
6.38E+13,22.6,0.6,7,0,15,0,16:08:12,,
6.38E+13,22.4,0.4,7,0,15,0,16:08:13,,
6.38E+13,22.7,0.7,7,0,15,0,16:08:14,,
6.38E+13,22.7,0.7,7,0,15,0,16:08:15,,
6.38E+13,22.4,0.4,7,0,15,0,16:08:16,,
6.38E+13,23.4,1.4,7,0,15,0,16:08:18,,
6.38E+13,22.3,0.3,7,0,15,0,16:08:19,,
6.38E+13,22,0,7,0,15,0,16:08:20,,
6.38E+13,23,1,7,0,15,0,16:08:21,,
6.38E+13,22.1,0.1,7,0,15,0,16:08:22,,
6.38E+13,22.7,0.7,7,0,15,0,16:08:23,,
