TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W),time,,
6.38E+13,22.8,0.8,7,0,15,0.4,20:53:48,,
6.38E+13,23,1,7,0,15,0.3,20:53:50,,
6.38E+13,24.8,2.8,7,0,15,0,20:53:51,,0
6.38E+13,26.9,4.8,7,0,15,0,20:53:52,,0
6.38E+13,22,0,7,0,15,0.1,20:53:53,,0.1
6.38E+13,23.1,1.1,7,0,15,0.1,20:53:54,,0.1
6.38E+13,22.4,0.3,7,0,15,0,20:53:55,,0
6.38E+13,22.5,0.5,7,0,15,0,20:53:56,,0
6.38E+13,22.6,0.6,7,0,15,0.1,20:53:57,,0.1
6.38E+13,22.5,0.5,7,0,15,0.1,20:53:59,,0.1
6.38E+13,22.8,0.8,7,0,15,0.1,20:54:00,,0.1
6.38E+13,22.7,0.7,7,0,15,0.1,20:54:01,,0.1
6.38E+13,23.9,1.9,7,0,15,0.6,20:54:02,,0.6
6.38E+13,23.3,1.3,7,0,15,0,20:54:03,,0
6.38E+13,24,2,7,0,15,0,20:54:04,,0
6.38E+13,22.8,0.8,7,0,15,0,20:54:05,,0
6.38E+13,22.6,0.6,7,0,15,0,20:54:07,,0
6.38E+13,22.3,0.3,7,0,15,0,20:54:08,,0
6.38E+13,22.4,0.4,7,0,15,0,20:54:09,,0
6.38E+13,22.7,0.7,7,0,15,0,20:54:10,,0
6.38E+13,22,0,7,0,15,0,20:54:11,,0
6.38E+13,22.9,0.9,7,0,15,0,20:54:12,,0
6.38E+13,22.4,0.4,7,0,15,0,20:54:13,,0
6.38E+13,22.5,0.5,7,0,15,0,20:54:14,,0
6.38E+13,22.5,0.5,7,0,15,0,20:54:15,,0
6.38E+13,22.5,0.5,7,0,15,0,20:54:17,,0.052173913
6.38E+13,22,0,7,0,15,0,20:54:18,,
6.38E+13,23.4,1.4,7,0,15,0,20:54:19,,
6.38E+13,22.4,0.4,7,0,15,0,20:54:20,,
6.38E+13,22.3,0.3,7,0,15,0,20:54:21,,
6.38E+13,22.6,0.6,7,0,15,0,20:54:22,,
6.38E+13,22.7,0.7,7,0,15,0,20:54:23,,
6.38E+13,22.6,0.6,7,0,15,0,20:54:24,,
6.38E+13,22.3,0.3,7,0,15,0,20:54:25,,
6.38E+13,22.4,0.4,7,0,15,0,20:54:27,,
6.38E+13,22.6,0.6,7,0,15,0,20:54:28,,
6.38E+13,22.4,0.4,7,0,15,0,20:54:29,,
6.38E+13,22.1,0,7,0,15,0,20:54:30,,
6.38E+13,22,0,7,0,15,0,20:54:31,,
6.38E+13,22.8,0.8,7,0,15,0,20:54:32,,
6.38E+13,22.8,0.8,7,0,15,0,20:54:33,,
6.38E+13,22.4,0.4,7,0,15,0,20:54:34,,
6.38E+13,24.4,2.4,7,0,15,0,20:54:36,,
6.38E+13,22.3,0.3,7,0,15,0,20:54:37,,
6.38E+13,22.4,0.4,7,0,15,0,20:54:38,,
6.38E+13,22.6,0.6,7,0,15,0,20:54:39,,
6.38E+13,22.9,0.9,7,0,15,0,20:54:40,,
6.38E+13,22.5,0.5,7,0,15,0,20:54:41,,
6.38E+13,22.5,0.5,7,0,15,0,20:54:42,,
6.38E+13,23,1,7,0,15,0,20:54:43,,
6.38E+13,22.6,0.6,7,0,15,0,20:54:44,,
6.38E+13,22.3,0.3,7,0,15,0,20:54:46,,
6.38E+13,22.3,0.3,7,0,15,0,20:54:47,,
6.38E+13,22.5,0.5,7,0,15,0,20:54:48,,
