TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W),time,,
6.38E+13,22.7,0.7,7,0,15,0,19:33:40,,
6.38E+13,23.4,1.4,7,0,15,0.1,19:33:41,,
6.38E+13,23.5,1.5,7,0,15,0.1,19:33:42,,
6.38E+13,25.7,3.7,7,0,15,0.1,19:33:43,,0.1
6.38E+13,24.3,2.3,7,0,15,0.1,19:33:44,,0.1
6.38E+13,22.3,0.3,7,0,15,0,19:33:45,,0
6.38E+13,22.2,0.2,7,0,15,0,19:33:46,,0
6.38E+13,23.4,1.4,7,0,15,0.1,19:33:48,,0.1
6.38E+13,23,1,7,0,15,0.1,19:33:49,,0.1
6.38E+13,22.9,0.9,7,0,15,0,19:33:50,,0
6.38E+13,22.5,0.5,7,0,15,0,19:33:51,,0
6.38E+13,22,0,7,0,15,0,19:33:52,,0
6.38E+13,23,0.9,7,0,15,0,19:33:53,,0
6.38E+13,22.5,0.5,7,0,15,0,19:33:54,,0
6.38E+13,22.1,0.1,7,0,15,0,19:33:55,,0
6.38E+13,22.6,0.6,7,0,15,0,19:33:57,,0
6.38E+13,22.3,0.3,7,0,15,0,19:33:58,,0
6.38E+13,22.9,0.9,7,0,15,0,19:33:59,,0
6.38E+13,22.8,0.8,7,0,15,0,19:34:00,,0
6.38E+13,23,1,7,0,15,0,19:34:01,,0
6.38E+13,22.5,0.5,7,0,15,0,19:34:02,,0
6.38E+13,22.8,0.7,7,0,15,0,19:34:03,,0
6.38E+13,22.4,0.4,7,0,15,0,19:34:04,,0
6.38E+13,22.7,0.7,7,0,15,0,19:34:06,,0
6.38E+13,22.3,0.3,7,0,15,0,19:34:07,,0
6.38E+13,22.6,0.6,7,0,15,0,19:34:08,,0
6.38E+13,22.5,0.5,7,0,15,0,19:34:09,,0.017391304
6.38E+13,22.6,0.6,7,0,15,0,19:34:10,,
6.38E+13,22,0,7,0,15,0,19:34:11,,
6.38E+13,22.9,0.9,7,0,15,0,19:34:12,,
6.38E+13,22.5,0.5,7,0,15,0,19:34:13,,
6.38E+13,22,0,7,0,15,0,19:34:14,,
6.38E+13,22.7,0.7,7,0,15,0,19:34:16,,
6.38E+13,22.7,0.7,7,0,15,0,19:34:17,,
6.38E+13,22.2,0.2,7,0,15,0,19:34:18,,
6.38E+13,22.3,0.3,7,0,15,0,19:34:19,,
6.38E+13,22.8,0.8,7,0,15,0,19:34:20,,
6.38E+13,22.9,0.9,7,0,15,0,19:34:21,,
6.38E+13,22.1,0.1,7,0,15,0,19:34:22,,
6.38E+13,22,0,7,0,15,0,19:34:23,,
6.38E+13,22.7,0.7,7,0,15,0,19:34:25,,
6.38E+13,22.4,0.4,7,0,15,0,19:34:26,,
6.38E+13,22.7,0.7,7,0,15,0,19:34:27,,
6.38E+13,22.6,0.6,7,0,15,0,19:34:28,,
6.38E+13,22,0,7,0,15,0,19:34:29,,
6.38E+13,23.4,1.4,7,0,15,0,19:34:30,,
6.38E+13,22.7,0.7,7,0,15,0,19:34:31,,
6.38E+13,22.5,0.5,7,0,15,0,19:34:32,,
6.38E+13,22.3,0.3,7,0,15,0,19:34:33,,
6.38E+13,22.5,0.5,7,0,15,0,19:34:35,,
6.38E+13,22.6,0.6,7,0,15,0,19:34:36,,
6.38E+13,22.3,0.3,7,0,15,0,19:34:37,,
6.38E+13,23.5,1.5,7,0,15,0,19:34:38,,
6.38E+13,23.4,1.4,7,0,15,0,19:34:39,,
